"DOI";"Paper_ID";"Title";"Climate_AD";"From_ecosys";"To_ecosys";"Coupling";"Mattyp1";"Mattyp2";"Flow";"Unit";"Process";"Driver_type"
"322";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";75;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Amphib.";"Vertebrates";4.14;"gC.m-2.y-1";"Life-cycle";"Active"
"323";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";75;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Amphib.";"Vertebrates";3.35;"gC.m-2.y-1";"Life-cycle";"Active"
"324";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";75;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Amphib.";"Vertebrates";6.95;"gC.m-2.y-1";"Life-cycle";"Active"
"325";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";75;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Amphib.";"Vertebrates";7.41;"gC.m-2.y-1";"Life-cycle";"Active"
"326";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";75;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Amphib.";"Vertebrates";0.26;"gN.m-2.y-1";"Life-cycle";"Active"
"327";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";75;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Amphib.";"Vertebrates";0.79;"gN.m-2.y-1";"Life-cycle";"Active"
"328";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";75;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Amphib.";"Vertebrates";0.67;"gN.m-2.y-1";"Life-cycle";"Active"
"329";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";75;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Amphib.";"Vertebrates";1.6;"gN.m-2.y-1";"Life-cycle";"Active"
"330";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";75;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Amphib.";"Vertebrates";1.47;"gN.m-2.y-1";"Life-cycle";"Active"
"331";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";75;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Amphib.";"Vertebrates";0.014555;"gP.m-2.y-1";"Life-cycle";"Active"
"332";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";75;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Amphib.";"Vertebrates";0.043666;"gP.m-2.y-1";"Life-cycle";"Active"
"333";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";75;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Amphib.";"Vertebrates";0.039045;"gP.m-2.y-1";"Life-cycle";"Active"
"334";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";75;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Amphib.";"Vertebrates";0.118501;"gP.m-2.y-1";"Life-cycle";"Active"
"335";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";75;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Amphib.";"Vertebrates";0.084763;"gP.m-2.y-1";"Life-cycle";"Active"
"336";"10.2307/1468050";76;"Emergence of Aquatic Insects from 2 Habitats in a Small Wetland of the Southeastern USA: Temporal Patterns of Numbers and Biomass";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";3.401403;"gDW.m-2.y-1";"Life-cycle";"Active"
"337";"10.2307/1468050";76;"Emergence of Aquatic Insects from 2 Habitats in a Small Wetland of the Southeastern USA: Temporal Patterns of Numbers and Biomass";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";3.401403;"gDW.m-2.y-1";"Life-cycle";"Active"
"338";"10.2307/1468050";76;"Emergence of Aquatic Insects from 2 Habitats in a Small Wetland of the Southeastern USA: Temporal Patterns of Numbers and Biomass";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.574849;"gC.m-2.y-1";"Life-cycle";"Active"
"339";"10.2307/1468050";76;"Emergence of Aquatic Insects from 2 Habitats in a Small Wetland of the Southeastern USA: Temporal Patterns of Numbers and Biomass";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.574849;"gC.m-2.y-1";"Life-cycle";"Active"
"340";"10.2307/1468050";76;"Emergence of Aquatic Insects from 2 Habitats in a Small Wetland of the Southeastern USA: Temporal Patterns of Numbers and Biomass";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.348644;"gN.m-2.y-1";"Life-cycle";"Active"
"341";"10.2307/1468050";76;"Emergence of Aquatic Insects from 2 Habitats in a Small Wetland of the Southeastern USA: Temporal Patterns of Numbers and Biomass";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.348644;"gN.m-2.y-1";"Life-cycle";"Active"
"342";"10.2307/1468050";76;"Emergence of Aquatic Insects from 2 Habitats in a Small Wetland of the Southeastern USA: Temporal Patterns of Numbers and Biomass";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.027211;"gP.m-2.y-1";"Life-cycle";"Active"
"343";"10.2307/1468050";76;"Emergence of Aquatic Insects from 2 Habitats in a Small Wetland of the Southeastern USA: Temporal Patterns of Numbers and Biomass";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.027211;"gP.m-2.y-1";"Life-cycle";"Active"
"344";"10.2307/3672158";79;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.267518;"gDW.m-2.y-1";"Life-cycle";"Active"
"345";"10.2307/3672158";79;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.26788;"gDW.m-2.y-1";"Life-cycle";"Active"
"346";"10.2307/3672158";79;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.4706;"gDW.m-2.y-1";"Fall/wind";"Passive"
"347";"10.2307/3672158";79;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";475.5;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"348";"10.2307/3672158";79;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";118.9;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"349";"10.2307/3672158";79;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.123861;"gC.m-2.y-1";"Life-cycle";"Active"
"350";"10.2307/3672158";79;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.124028;"gC.m-2.y-1";"Life-cycle";"Active"
"351";"10.2307/3672158";79;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.233418;"gC.m-2.y-1";"Fall/wind";"Passive"
"352";"10.2307/3672158";79;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";237.75;"gC.m-2.y-1";"Fall/wind";"Passive"
"353";"10.2307/3672158";79;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";59.45;"gC.m-2.y-1";"Fall/wind";"Passive"
"354";"10.2307/3672158";79;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.027421;"gN.m-2.y-1";"Life-cycle";"Active"
"355";"10.2307/3672158";79;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.027458;"gN.m-2.y-1";"Life-cycle";"Active"
"356";"10.2307/3672158";79;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.04706;"gN.m-2.y-1";"Fall/wind";"Passive"
"357";"10.2307/3672158";79;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.00214;"gP.m-2.y-1";"Life-cycle";"Active"
"358";"10.2307/3672158";79;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.002143;"gP.m-2.y-1";"Life-cycle";"Active"
"359";"10.2307/3672158";79;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.002353;"gP.m-2.y-1";"Fall/wind";"Passive"
"360";"10.2307/1468385";80;"Life history and production of a semi-terrestrial limnephilid caddisfly in an intermittent Platte River wetland";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.445;"gAFDW.m-2.y-1";"Life-cycle";"Active"
"361";"10.2307/1468385";80;"Life history and production of a semi-terrestrial limnephilid caddisfly in an intermittent Platte River wetland";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.192824;"gC.m-2.y-1";"Life-cycle";"Active"
"362";"10.2307/1468385";80;"Life history and production of a semi-terrestrial limnephilid caddisfly in an intermittent Platte River wetland";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.04041;"gN.m-2.y-1";"Life-cycle";"Active"
"363";"10.2307/1468385";80;"Life history and production of a semi-terrestrial limnephilid caddisfly in an intermittent Platte River wetland";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.003268;"gP.m-2.y-1";"Life-cycle";"Active"
"364";"10.2307/1939199";81;"Longitudinal patterns of ecosystem processes and community structure in a subartic river continuum";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";8.348;"gC.m-2.y-1";"Life-cycle";"Active"
"365";"10.2307/1939199";81;"Longitudinal patterns of ecosystem processes and community structure in a subartic river continuum";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.0045;"gC.m-2.y-1";"Life-cycle";"Active"
"366";"10.1080/03680770.1983.11897578";756;"The influence of beaver (Castor canadensis) on the production dynamics of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.072245;"gDW.m-2.y-1";"Life-cycle";"Active"
"367";"10.1080/03680770.1983.11897578";756;"The influence of beaver (Castor canadensis) on the production dynamics of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.994972;"gDW.m-2.y-1";"Life-cycle";"Active"
"368";"10.1080/03680770.1983.11897578";756;"The influence of beaver (Castor canadensis) on the production dynamics of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";4.344351;"gDW.m-2.y-1";"Life-cycle";"Active"
"369";"10.1080/03680770.1983.11897578";756;"The influence of beaver (Castor canadensis) on the production dynamics of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.031499;"gC.m-2.y-1";"Life-cycle";"Active"
"370";"10.1080/03680770.1983.11897578";756;"The influence of beaver (Castor canadensis) on the production dynamics of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.433808;"gC.m-2.y-1";"Life-cycle";"Active"
"371";"10.1080/03680770.1983.11897578";756;"The influence of beaver (Castor canadensis) on the production dynamics of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.894137;"gC.m-2.y-1";"Life-cycle";"Active"
"372";"10.1080/03680770.1983.11897578";756;"The influence of beaver (Castor canadensis) on the production dynamics of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.007405;"gN.m-2.y-1";"Life-cycle";"Active"
"373";"10.1080/03680770.1983.11897578";756;"The influence of beaver (Castor canadensis) on the production dynamics of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.101985;"gN.m-2.y-1";"Life-cycle";"Active"
"374";"10.1080/03680770.1983.11897578";756;"The influence of beaver (Castor canadensis) on the production dynamics of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.445296;"gN.m-2.y-1";"Life-cycle";"Active"
"375";"10.1080/03680770.1983.11897578";756;"The influence of beaver (Castor canadensis) on the production dynamics of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.000578;"gP.m-2.y-1";"Life-cycle";"Active"
"376";"10.1080/03680770.1983.11897578";756;"The influence of beaver (Castor canadensis) on the production dynamics of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.00796;"gP.m-2.y-1";"Life-cycle";"Active"
"377";"10.1080/03680770.1983.11897578";756;"The influence of beaver (Castor canadensis) on the production dynamics of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.034755;"gP.m-2.y-1";"Life-cycle";"Active"
"378";"10.1046/j.1365-2427.2000.00558.x";83;"Benthic secondary production and biomass of insects emerging from a northern German temperate stream";"Temperate";"Stream";"Agroecosystem";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.49593;"gDW.m-2.y-1";"Life-cycle";"Active"
"379";"10.1046/j.1365-2427.2000.00558.x";83;"Benthic secondary production and biomass of insects emerging from a northern German temperate stream";"Temperate";"Stream";"Agroecosystem";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.216225;"gC.m-2.y-1";"Life-cycle";"Active"
"380";"10.1046/j.1365-2427.2000.00558.x";83;"Benthic secondary production and biomass of insects emerging from a northern German temperate stream";"Temperate";"Stream";"Agroecosystem";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.050833;"gN.m-2.y-1";"Life-cycle";"Active"
"381";"10.1046/j.1365-2427.2000.00558.x";83;"Benthic secondary production and biomass of insects emerging from a northern German temperate stream";"Temperate";"Stream";"Agroecosystem";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.003967;"gP.m-2.y-1";"Life-cycle";"Active"
"382";"10.1034/j.1600-0706.2003.12477.x";88;"Dynamics of aquatic insect flux affects distribution of riparian web-building spiders";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.71045;"gDW.m-2.y-1";"Life-cycle";"Active"
"383";"10.1034/j.1600-0706.2003.12477.x";88;"Dynamics of aquatic insect flux affects distribution of riparian web-building spiders";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.745756;"gC.m-2.y-1";"Life-cycle";"Active"
"384";"10.1034/j.1600-0706.2003.12477.x";88;"Dynamics of aquatic insect flux affects distribution of riparian web-building spiders";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.175321;"gN.m-2.y-1";"Life-cycle";"Active"
"385";"10.1034/j.1600-0706.2003.12477.x";88;"Dynamics of aquatic insect flux affects distribution of riparian web-building spiders";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.013684;"gP.m-2.y-1";"Life-cycle";"Active"
"386";"10.1016/j.limno.2014.10.001";92;"Aquatic prey subsidies to riparian spiders in a stream with different land use types";"Temperate";"Stream";"Agroecosystem";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.013439;"gDW.m-2.y-1";"Life-cycle";"Active"
"387";"10.1016/j.limno.2014.10.001";92;"Aquatic prey subsidies to riparian spiders in a stream with different land use types";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.004507;"gDW.m-2.y-1";"Life-cycle";"Active"
"388";"10.1016/j.limno.2014.10.001";92;"Aquatic prey subsidies to riparian spiders in a stream with different land use types";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.005475;"gDW.m-2.y-1";"Life-cycle";"Active"
"389";"10.1016/j.limno.2014.10.001";92;"Aquatic prey subsidies to riparian spiders in a stream with different land use types";"Temperate";"Stream";"Agroecosystem";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.00586;"gC.m-2.y-1";"Life-cycle";"Active"
"390";"10.1016/j.limno.2014.10.001";92;"Aquatic prey subsidies to riparian spiders in a stream with different land use types";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.001965;"gC.m-2.y-1";"Life-cycle";"Active"
"391";"10.1016/j.limno.2014.10.001";92;"Aquatic prey subsidies to riparian spiders in a stream with different land use types";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.002387;"gC.m-2.y-1";"Life-cycle";"Active"
